GENEID	GSM461177_untreat_paired
FBTI0060998	3
FBTR0304379_DF_NRG	0
FBGN0035823	1
RR50446_TRANSPOSABLE_ELEMENT	13
FBGN0036503	1
FBGN0052437	2
FBGN0026252	5471
FBGN0035501	9
FBGN0027547	631
FBGN0042118	0
FBGN0259701	0
FBGN0016070	479
FBGN0035673	13
FBGN0036988	100
FBTI0063330	3
FBGN0036138	0
FBGN0036463	405
FBGN0286893	0
FBGN0266932	0
FBTI0020129	0
FBGN0266994	0
FBTI0059894	8
FBGN0264748	3
FBTI0020231	0
FBGN0035594	0
FBGN0036876	0
FBTI0060270	0
FBGN0036967	256
FBGN0035143	6
FBGN0035852	2
FBGN0267295	0
FBGN0024177	176
FBGN0037085	0
FBGN0036940	3
FBTI0061798	0
FBGN0004390	1688
FBGN0035452	261
FBTI0061320	0
FBGN0036489	285
FBTI0059928	0
FBGN0037204	3
FBGN0001120	1
FBTI0063849	0
FBGN0036945	42
FBGN0035976	177
FBTI0060982	8
FBGN0264302	0
FBGN0264725	0
FBGN0029117	92
FBGN0028429	353
FBGN0036298	477
FBGN0052483	25
FBGN0052289	0
FBTI0062131	0
FBGN0287184	52
FBGN0083044	1
FBTI0061537	0
FBGN0016031	3
FBGN0035553	0
FBGN0036366	107
FBGN0052406	0
FBTI0062048	0
FBGN0036250	1
FBGN0011361	997
FBGN0037068	0
FBTI0020217	0
FBGN0264721	23
FBGN0035499	4737
FBGN0035980	25
FBGN0035481	2
FBGN0036993	2
FBTI0060959	1
FBTI0020179	0
FBGN0264569	3
FBGN0035669	0
FBGN0052238	0
FBTI0063245	0
FBGN0001228	0
FBGN0053230	267
FBGN0053287	2
FBGN0264310	12
FBTI0061973	0
FBGN0026061	5
FBGN0035294	855
FBGN0085810	0
FBTI0020115	0
FBTI0060961	0
FBGN0052026	83
FBGN0035323	149
FBGN0023174	926
FBGN0035760	36
FBGN0286567	1311
FBGN0040796	0
FBTI0063439	1
FBGN0266596	0
FBGN0266941	1
FBTI0059929	0
FBGN0035585	0
FBTI0020053	2
FBGN0262894	0
FBGN0259203	0
FBGN0035786	0
FBGN0052365	2
FBGN0036880	0
FBGN0264472	0
FBGN0011986	0
FBGN0260388	292
FBTI0060782	0
FBGN0263844	0
FBGN0266396	11
FBGN0266988	0
FBGN0267321	0
FBGN0004430	0
FBGN0037128	0
FBGN0035479	0
FBTI0063027	0
FBGN0036783	0
FBTI0020171	3
FBGN0086080	0
FBTI0020176	0
FBTI0020018	15
FBGN0044051	0
FBGN0035497	382
FBGN0036583	0
FBGN0036696	76
FBTI0062639	0
FBGN0052188	0
FBGN0036745	482
FBTI0061891	0
FBGN0036202	2
FBTI0020215	0
FBGN0011706	9
FBGN0040814	0
FBGN0037036	2
FBGN0026570	335
FBGN0266931	0
FBTI0061922	1
FBGN0037180	0
FBGN0262854	0
FBGN0264484	0
FBTI0063848	0
FBGN0266936	0
FBGN0035179	0
FBGN0035462	108
FBGN0036310	4
FBGN0004590	0
FBGN0036704	0
FBGN0053768	0
FBGN0036423	42
FBGN0036227	0
FBGN0035515	124
FBGN0263845	0
FBTI0059882	3
FBGN0264480	0
FBGN0270926	503
RR48392_TRANSPOSABLE_ELEMENT	1
FBGN0015025	42
FBGN0259200	0
FBTI0060416	2
FBGN0010786	2210
FBTI0063216	0
FBGN0260008	121
FBGN0052396	0
FBGN0259794	1
FBGN0040697	4
FBGN0010431	1
FBTI0020007	0
FBGN0036874	0
FBGN0266650	0
FBGN0087035	4862
FBGN0045477	0
FBGN0035982	2
FBGN0052359	0
FBGN0036481	8
FBGN0287186	34
FBGN0036532	1
FBGN0086075	0
FBGN0082944	0
FBGN0052037	96
FBTI0060241	1
FBGN0036509	743
FBTI0062600	0
FBGN0035727	23
FBGN0035317	8
RR48387_TRANSPOSABLE_ELEMENT	0
FBGN0035470	72
FBTI0063220	0
RR48360_TRANSPOSABLE_ELEMENT	2
FBGN0011852	0
FBGN0005775	0
FBGN0036111	1703
FBGN0086074	0
FBGN0035358	34
FBGN0052459	1
FBGN0263587	0
FBGN0053796	0
FBTI0020093	1
FBGN0266685	0
FBGN0265926	1
FBGN0262891	0
FBGN0266965	0
FBGN0035334	373
FBGN0036437	0
FBGN0000357	3
FBTI0063277	0
FBGN0264518	0
FBTR0304350_DF_NRG	0
FBGN0052228	0
FBGN0015586	0
FBGN0045479	1
FBTR0309646_DF_NRG	0
FBGN0250814	2415
FBTR0309730_DF_NRG	0
FBGN0040290	536
FBGN0266773	0
FBTI0061859	0
FBTI0020013	0
FBTI0060224	0
FBGN0052111	0
FBTI0060232	0
FBTI0061278	0
FBTI0060980	1
FBGN0036891	1832
FBTI0020165	0
FBGN0016983	1477
RR48367_TRANSPOSABLE_ELEMENT	0
FBGN0035942	100
FBGN0026179	274
FBGN0036487	506
FBGN0035948	4
RR42631_TRANSPOSABLE_ELEMENT	2
FBTI0020142	0
FBGN0020251	227
FBTI0020214	2
FBGN0035790	0
FBGN0035512	11
FBTI0063947	0
FBGN0265733	0
FBGN0085285	1
FBGN0052280	199
FBGN0052376	0
FBTI0063275	0
FBGN0035902	31
FBTI0020169	0
FBGN0000449	0
FBGN0036760	28
FBGN0036402	995
FBGN0265880	0
FBTI0063217	0
FBGN0035199	0
FBGN0053257	0
FBGN0035792	0
FBGN0260657	16
FBGN0262681	2
FBGN0003710	7
FBTI0063298	0
FBGN0266786	2
FBGN0036000	157
FBGN0085456	1
FBGN0035572	0
FBTI0060680	0
FBGN0035401	623
FBGN0011928	0
FBGN0036199	371
FBGN0035538	4
FBGN0025682	5987
RR48312_TRANSPOSABLE_ELEMENT	0
FBGN0035589	254
FBGN0005694	668
FBGN0035213	687
FBGN0052266	1
FBGN0028664	75
FBGN0000451	0
FBGN0035385	2
FBTI0062212	16
FBGN0035542	571
FBGN0250849	0
FBGN0052093	0
FBTI0063225	0
FBTI0061416	1
FBTI0060685	0
FBGN0266781	1
FBTR0304426_DF_NRG	0
FBGN0036750	1
FBGN0004591	0
FBGN0036970	1
FBGN0052205	1
FBTI0063855	0
FBTI0062663	0
FBGN0267795	8758
FBGN0003250	1
FBGN0040832	0
FBGN0036484	523
FBGN0004910	1
FBGN0037076	98
FBGN0052362	0
FBGN0265988	1116
FBGN0052453	0
FBTI0020071	0
FBGN0266669	487
FBGN0036663	6483
FBGN0266956	0
FBTI0020230	10
FBGN0260434	0
FBGN0266971	0
FBGN0036557	264
FBGN0003206	473
FBGN0262689	1
FBTI0064235	0
FBGN0037184	70
FBTI0020096	6
FBTR0304209_DF_NRG	0
FBGN0052121	0
FBGN0263036	0
FBGN0036228	0
FBGN0260987	426
FBGN0052457	1
FBGN0267308	1
FBGN0086064	0
FBGN0020641	0
RR42006_TRANSPOSABLE_ELEMENT	1
FBGN0083978	4
FBTI0062730	0
FBGN0036774	294
FBGN0016694	876
FBGN0265754	1
FBGN0259167	91
FBGN0000358	0
FBGN0262007	15
FBGN0003462	997
FBGN0264604	0
FBTI0060952	3
FBGN0083058	3
FBGN0036386	152
FBGN0267224	0
FBGN0286213	6687
FBGN0000551	2
FBGN0035420	1374
FBTI0060231	0
FBGN0036922	39
FBGN0052282	0
FBGN0052249	0
FBGN0259703	0
FBGN0262035	175
FBTI0020091	7
FBGN0286979	0
FBTI0060759	0
FBTI0060376	0
FBGN0036274	0
FBGN0035567	0
FBGN0036860	0
FBGN0037090	1
FBGN0035612	12
FBGN0035849	130
FBTI0063675	0
FBGN0052448	40
FBGN0036373	3902
FBGN0036932	162
FBGN0052485	156
FBGN0036661	1018
FBTI0060264	0
FBGN0036157	1
FBGN0037016	214
FBGN0019644	1272
FBGN0028582	1400
FBTI0061417	0
FBGN0036899	1
FBTI0063945	0
FBTR0309721_DF_NRG	0
FBGN0036843	119
FBTI0063867	1
FBGN0035415	122
FBGN0035933	3
FBGN0036789	0
FBGN0287586	0
FBTI0020263	0
FBGN0036900	285
FBGN0036549	141
FBGN0261997	0
FBGN0035198	0
FBGN0036706	0
FBGN0261283	12387
FBGN0287423	26264
FBGN0263232	117
FBTR0472764_DF_NRG	0
FBGN0017572	979
FBGN0035422	16362
FBGN0264470	1
FBGN0036929	278
FBGN0262366	0
FBGN0036690	0
FBGN0262788	2
FBGN0052129	0
FBGN0035719	53
FBGN0003373	2
FBGN0261565	476
FBGN0001208	0
FBGN0040799	0
FBGN0036490	0
FBTI0061419	3
FBGN0035159	126
FBGN0266395	0
FBGN0037166	0
FBGN0035888	144
FBGN0027615	125
FBTI0063236	0
FBGN0262719	30
FBGN0036879	0
FBTI0061014	1
FBTI0060986	0
FBGN0259236	7
FBGN0259164	58
FBGN0028416	0
FBTI0061429	0
FBGN0035254	120
FBGN0035414	101
FBTI0061021	0
FBGN0267660	0
RR48399_TRANSPOSABLE_ELEMENT	18
FBTI0060756	0
FBTI0062776	0
FBGN0287615	0
FBGN0267664	0
FBTI0062099	0
FBGN0267934	1
FBGN0266937	0
FBGN0036494	0
FBGN0052248	0
FBTI0020203	0
FBTI0020247	0
FBTI0061815	0
FBTI0020284	0
FBGN0045770	17
FBGN0263486	0
FBGN0035359	59
FBGN0036614	195
FBTI0020266	0
FBTI0062445	11
FBTI0062629	0
FBGN0036592	0
FBGN0052462	1
FBTI0020143	1
FBGN0035241	42
FBTI0062621	0
FBGN0259099	0
FBGN0283649	131
FBGN0263042	38
FBGN0028504	91
FBGN0263616	0
FBGN0267637	0
FBGN0036640	125
FBGN0263494	0
FBTI0062556	0
FBGN0036072	0
FBTI0060955	25
FBTI0020073	0
FBGN0036008	85
RR48395_TRANSPOSABLE_ELEMENT	15
FBGN0035999	66
FBGN0052328	0
FBTI0061887	0
FBGN0266933	0
FBGN0036686	966
FBGN0035928	1
FBGN0267556	0
FBGN0053217	20
FBGN0035488	365
FBGN0036772	530
FBGN0267462	0
FBGN0264697	0
FBGN0036730	3
FBTI0062206	12
FBGN0036606	0
FBGN0267320	0
FBGN0266648	0
FBGN0263110	1162
FBGN0285896	24
FBTI0062971	0
FBGN0035426	1
FBGN0036761	605
FBGN0264468	0
FBTI0063874	0
FBGN0011640	1236
FBGN0260756	64
FBGN0035266	159
FBGN0052199	0
FBGN0052318	1
FBGN0035437	1883
FBGN0037031	39
FBGN0267618	0
FBGN0266441	266
RR48403_TRANSPOSABLE_ELEMENT	52
FBGN0035508	0
FBTI0020134	0
FBGN0035724	26
FBTI0020120	0
FBGN0040296	0
FBGN0053054	49
FBGN0052440	1
FBTI0020186	0
FBTI0020157	0
FBTI0060450	22
FBTI0062605	1
FBGN0260960	2148
FBGN0261553	1034
FBGN0263131	1
FBGN0265760	1
FBGN0026320	0
FBGN0036321	0
FBGN0036342	86
FBGN0052039	59
FBTI0020184	0
FBGN0036820	46
FBGN0083121	0
FBGN0035384	0
FBGN0013997	1132
FBGN0267318	0
FBGN0035112	0
FBGN0047000	0
FBGN0265920	0
FBTI0062182	0
FBGN0035666	0
FBGN0036641	112
FBGN0086913	0
FBGN0035754	100
FBGN0052392	0
FBTI0061954	0
FBGN0052358	0
FBGN0036317	298
FBTI0062688	0
FBTI0060469	0
FBTI0060813	1
FBGN0035611	0
FBTI0061447	0
FBGN0000489	74
FBGN0265714	0
FBGN0041630	592
FBGN0035657	0
FBGN0004431	4
FBGN0266960	42
FBGN0037127	0
FBTI0063724	0
FBGN0035517	174
FBTI0062623	0
FBTI0060165	0
FBTI0020056	0
FBTI0063904	4
FBGN0262893	2
FBGN0035624	57
FBTI0020038	0
FBGN0036538	148
FBTI0060652	0
FBGN0011455	611
FBTI0020211	0
FBGN0035812	544
FBGN0259175	68
FBGN0266944	0
FBGN0264570	0
FBGN0001323	0
FBTI0059942	0
FBTI0020072	0
FBGN0036133	418
FBGN0265704	1
FBTI0020281	0
FBGN0043577	0
FBTI0063345	0
FBTI0020172	0
FBGN0028380	263
FBGN0035315	1
FBTI0060168	0
FBGN0036461	6
FBTR0472833_DF_NRG	0
FBGN0260755	211
FBGN0035983	159
FBTI0020138	0
FBGN0036684	839
FBGN0004589	0
FBGN0036483	249
FBGN0266946	0
FBGN0035791	0
FBGN0011828	32504
FBTI0063912	5
FBTI0061988	1
FBGN0266958	1
FBGN0036146	23
FBGN0052213	0
FBTI0020089	0
FBGN0035255	0
FBGN0267662	0
FBTR0304227_DF_NRG	0
FBGN0035537	15
FBGN0003984	27
FBTI0060234	0
FBGN0035413	0
FBGN0036796	0
FBTI0059837	10
FBGN0036203	0
FBGN0267696	0
FBGN0035400	969
FBGN0287182	1106
FBTI0020205	1
FBGN0023095	62
FBGN0035193	1
RR51048_TRANSPOSABLE_ELEMENT	3
FBTI0020271	4
FBGN0036848	240
FBGN0267221	4
FBGN0267451	0
FBGN0037038	1
FBGN0054031	1
FBTI0061221	0
FBGN0022935	460
FBGN0036836	4
FBGN0036436	0
FBTI0060995	1
FBGN0267603	0
FBGN0263471	0
FBTI0061016	2
FBGN0002775	243
FBGN0052107	0
FBTI0059950	0
FBGN0267960	34
FBTI0060778	0
FBGN0267849	613
FBGN0259973	0
FBGN0267231	0
FBGN0036441	0
FBTI0062705	0
FBGN0037074	2018
FBGN0263326	1
FBGN0262623	0
FBGN0053767	0
FBGN0036411	0
FBGN0036567	485
FBGN0035694	0
FBGN0052379	0
FBGN0262351	0
FBGN0283472	3505
FBGN0264709	1
FBGN0036873	0
FBTI0061358	0
FBGN0026630	627
FBGN0035343	5
FBGN0036016	0
FBGN0266588	0
FBGN0035870	1
FBTI0020227	26
FBTI0060783	1
FBGN0021768	427
FBGN0085291	0
FBGN0086660	0
FBGN0266692	0
FBGN0015585	0
FBGN0040487	0
FBGN0052243	282
FBTI0064245	0
FBTI0063200	0
FBGN0026738	170
FBTI0061976	5
FBGN0035265	2
FBGN0035318	325
FBGN0036416	1
FBGN0267605	0
FBGN0035876	72
FBGN0036925	0
FBGN0261530	283
FBGN0036550	0
FBGN0263607	52
FBGN0036131	0
FBGN0287614	83
FBGN0053504	0
FBGN0266962	0
FBGN0262269	0
FBGN0267235	0
FBGN0013751	0
FBGN0035435	67
FBGN0036427	0
FBGN0035458	0
FBGN0035771	878
FBTI0061888	0
FBGN0260459	0
FBTI0020276	0
FBGN0261562	229
FBGN0036908	219
FBTI0061819	0
FBTI0062593	0
FBGN0035996	55
FBGN0035800	0
FBGN0036145	12
FBGN0015033	1
FBGN0267936	0
FBGN0086915	0
FBGN0035970	0
FBTI0059856	12
FBTI0020261	0
FBGN0035811	44
FBGN0052255	2
FBTI0063290	4
FBTI0020057	0
FBGN0010741	577
FBTI0061560	0
FBGN0052246	1
FBGN0266452	443
FBGN0052302	6
FBGN0261872	714
FBGN0036083	16
FBGN0052066	1673
FBTI0061025	0
FBTI0059955	0
FBGN0035975	55
FBTI0060216	0
FBGN0052023	0
FBGN0026197	51
FBGN0259224	147
FBTI0063361	0
FBTI0060238	0
FBGN0035813	0
FBTI0060649	0
FBGN0035253	2497
FBTI0061247	0
FBGN0037009	211
FBGN0085273	0
FBGN0266654	0
FBTI0020174	0
FBTI0020210	0
FBTI0061338	0
FBGN0035690	353
FBGN0266684	6
FBGN0260859	61
FBTI0061559	0
FBGN0035239	0
FBGN0005386	591
FBGN0265898	0
FBGN0067864	620
FBGN0037046	8
FBTR0309689_DF_NRG	0
FBGN0036053	1729
FBGN0045759	0
FBGN0260393	0
FBGN0052445	5
FBGN0035246	38
FBGN0036498	1
FBTI0061800	0
FBGN0035192	0
FBTI0062483	1
FBTI0063227	0
FBGN0015359	425
FBGN0036652	4
FBGN0036486	745
FBGN0036466	1
FBGN0036117	89
FBGN0262622	0
FBGN0036514	342
FBGN0053260	13
FBGN0265451	0
FBTI0020088	0
FBGN0035988	15
FBTI0020260	0
FBGN0264473	0
FBGN0036039	193
FBGN0286833	6
FBTI0060683	0
FBTI0059957	0
FBTI0060675	0
FBGN0040291	0
FBGN0028427	489
FBGN0053689	0
FBGN0086694	843
FBGN0267794	0
FBTI0063962	11
FBTI0061337	0
FBGN0036208	1
FBGN0052058	15
FBGN0052428	232
FBGN0266675	0
FBGN0036236	0
FBGN0037099	0
FBGN0267617	0
FBGN0261454	0
FBTI0060089	0
FBTI0020275	0
FBGN0036764	2001
FBTI0020077	2
FBGN0262530	0
FBGN0262461	0
FBGN0035262	305
FBGN0037114	0
FBTI0063722	0
FBGN0004623	0
FBTI0020262	0
FBGN0036102	3
FBTI0062696	4
FBGN0035770	267
FBGN0036396	63
FBGN0054057	25
FBTI0020198	1
FBGN0036393	0
FBTI0060398	0
FBGN0035831	100
FBGN0010235	1796
FBGN0002466	1416
FBGN0036156	0
FBGN0036579	185
FBGN0036254	248
FBTI0059665	1
FBGN0036161	2
FBGN0035776	4
FBGN0036018	257
FBGN0036305	306
FBTI0063342	0
FBGN0250911	0
FBGN0266961	0
FBGN0035344	77
FBGN0035677	2
FBGN0052194	0
FBGN0266955	0
FBGN0036348	4
FBTI0020190	0
FBGN0015766	15
FBTI0061220	0
FBTI0063292	3
FBGN0035762	259
FBTI0020079	0
FBGN0000045	2
FBGN0035428	0
FBGN0024887	177
FBGN0027085	254
FBGN0035332	0
FBGN0266978	0
FBGN0035475	60
FBTI0062028	0
FBGN0263930	1912
FBGN0035598	1
FBTI0060700	0
FBTR0472763_DF_NRG	0
FBGN0004880	0
FBGN0020637	1
FBTI0062516	1
FBTR0472768_DF_NRG	0
FBGN0036799	0
FBGN0003041	876
FBGN0052141	0
FBGN0035206	471
FBGN0035173	307
FBTI0062065	0
FBGN0037153	47
FBGN0267607	0
FBTI0020162	0
FBGN0052055	2
FBGN0036501	298
FBGN0036712	0
FBGN0052161	0
FBGN0267580	0
FBGN0036193	16
FBGN0267457	0
FBGN0261506	0
FBGN0001254	0
FBGN0036679	0
FBGN0036964	101
FBGN0035995	380
FBGN0052056	667
FBTI0020242	0
FBGN0035423	1222
FBTI0062501	0
FBTI0061990	0
FBTI0063074	0
FBTI0062594	0
FBGN0035521	0
FBGN0036665	6
FBGN0035106	2315
FBTI0063964	1
FBGN0035952	3
FBTI0060230	0
FBGN0261952	0
FBGN0263478	0
FBGN0265933	0
FBTI0020046	1
FBGN0000121	7
FBGN0035691	27
RR51093_TRANSPOSABLE_ELEMENT	0
FBTI0061412	2
FBGN0013753	333
FBGN0264717	0
FBGN0036888	1039
FBGN0036319	3
FBGN0036805	516
FBGN0052272	0
FBGN0036118	36
FBGN0265959	0
FBGN0052022	112
FBGN0003388	6
FBGN0036618	0
FBGN0052072	1
FBGN0052081	0
FBGN0037015	2
FBTI0063970	0
FBGN0053057	0
FBGN0046301	150
FBGN0036271	277
FBGN0287590	0
FBGN0267644	44
FBGN0035168	21
FBGN0267667	2
FBGN0036096	572
FBGN0035703	105
FBGN0036716	0
FBGN0035282	2
FBGN0036346	0
FBTI0059885	0
FBTI0062030	0
FBTI0060702	0
FBGN0036811	92
FBTI0020021	24
FBGN0052383	2
FBTI0062668	0
FBGN0036591	0
FBTI0060977	4
FBGN0036191	327
FBGN0004167	35273
FBTI0062534	30
FBGN0036747	1
FBGN0036844	1097
FBGN0267715	1
FBGN0003943	390
FBGN0036010	0
FBGN0036936	0
FBGN0053777	0
FBGN0036324	6
FBGN0035281	2
FBTI0059667	0
FBGN0263461	1
FBGN0036801	30
FBGN0266683	0
FBGN0036036	32
FBGN0029152	440
FBTI0020173	1
FBGN0036024	3
FBGN0266384	0
FBTI0060471	0
FBGN0052219	3
FBGN0036354	850
FBTI0063869	25
FBGN0005640	917
FBGN0266591	0
FBTI0061548	0
FBGN0035272	137
FBGN0002283	239
FBGN0035131	22
FBGN0047334	0
FBGN0267297	0
FBGN0263776	1
FBTI0061994	0
FBGN0028399	2123
FBTI0061958	6
FBGN0262531	2
FBGN0267218	0
FBGN0027111	22
FBGN0037060	0
FBGN0004401	5082
FBTI0020110	0
RR48376_TRANSPOSABLE_ELEMENT	4
FBTI0061073	2
FBTI0020112	7
FBGN0035735	0
FBGN0052196	11
FBGN0035218	0
FBGN0036580	189
FBTI0061224	0
FBGN0036139	0
FBGN0267248	0
FBGN0267241	5
FBGN0026409	6206
FBGN0286980	0
FBGN0004381	302
FBGN0267458	20
FBGN0052487	0
FBGN0052082	17
FBTI0062207	0
FBGN0265885	0
FBTI0060650	0
FBGN0036376	1454
FBGN0265929	2
FBGN0036662	230
FBGN0014388	17564
FBGN0036225	0
FBGN0040322	411
FBGN0037092	67
FBGN0035149	1139
FBTI0062611	0
FBGN0036165	353
FBTI0063907	0
FBGN0285994	0
FBGN0025776	0
FBGN0040809	0
FBGN0261556	2158
FBTI0061228	0
FBGN0024921	1513
FBGN0052187	1
FBGN0052409	449
FBGN0263493	0
FBGN0037142	285
FBTI0060380	3
FBGN0037061	60
FBTR0472733_DF_NRG	0
FBGN0052460	0
FBTI0020030	0
FBGN0029172	0
FBTI0059932	1
FBGN0036426	0
FBTI0060761	0
FBGN0265889	0
FBGN0263387	0
FBGN0036655	0
FBGN0042185	200
FBGN0264573	0
FBGN0287462	0
FBGN0042630	1
FBGN0286758	0
FBGN0287185	1
FBTI0061032	16
FBGN0037087	110
FBTI0060257	0
FBTI0020159	0
FBGN0262182	0
FBGN0266973	2
FBGN0266688	0
FBGN0265706	39
FBGN0036449	879
FBTI0020150	2
FBGN0036488	214
FBGN0035730	0
FBGN0035546	0
FBGN0267475	0
FBTI0062569	0
FBGN0053060	0
FBTI0020029	0
FBGN0015618	61
FBGN0035233	114
FBGN0260856	147
FBGN0042112	109
FBGN0262986	0
FBGN0052451	805
FBTI0063948	0
FBGN0035989	197
FBGN0036740	599
FBGN0267307	0
FBTI0060431	0
FBGN0052183	1
FBTI0061249	0
FBGN0036343	0
FBGN0036667	124
FBTI0063173	0
FBGN0035360	15
FBTI0061011	1
FBGN0267576	1
FBGN0037146	0
FBGN0036603	0
FBTI0062656	0
FBTI0020226	6
FBGN0015828	807
FBGN0085371	0
FBGN0014851	0
FBGN0035383	437
FBGN0266535	1
FBGN0262484	3
FBGN0287613	4
FBTI0020189	0
FBGN0065092	0
FBTI0063253	0
FBGN0085455	0
FBGN0003149	10
FBGN0035263	28
FBGN0036329	0
FBGN0267317	0
FBTI0063341	0
FBGN0264719	0
FBGN0037008	41
FBGN0035164	187
FBGN0035336	241
FBGN0035099	522
FBTI0020283	0
FBGN0267484	5
FBGN0052088	38
FBTI0063317	0
FBGN0265467	0
FBGN0052382	1
FBTI0060734	0
FBGN0037073	658
FBTI0062681	0
FBGN0259971	0
FBGN0035725	122
FBGN0264552	0
FBGN0036415	1
FBGN0267542	0
FBGN0052447	2
FBGN0265757	3
FBTI0061251	0
FBGN0259986	3
FBGN0266995	0
FBGN0036927	50
FBTI0060399	0
FBTI0064026	0
FBTI0020152	2
FBGN0035859	0
FBTI0060698	0
FBGN0040323	216
FBGN0036975	107
RR48379_TRANSPOSABLE_ELEMENT	0
FBTI0020212	4
FBGN0052250	147
FBTI0062216	3
FBGN0037176	0
FBGN0035798	1
FBGN0283461	5
FBGN0035696	1
FBGN0041709	2
FBGN0037093	978
FBTI0020153	0
FBTI0061830	0
FBTI0060209	0
FBTR0304308_DF_NRG	0
FBGN0035844	26
FBTI0062580	0
FBGN0262107	0
FBGN0036112	0
FBGN0036713	0
FBGN0042179	2
FBGN0035854	130
FBGN0261360	1
FBTI0063880	1
FBGN0267299	0
FBTI0020133	0
FBGN0035871	955
FBGN0036671	272
FBTI0061074	0
FBGN0267322	1
FBGN0036080	0
FBGN0036738	2
FBTI0060472	19
FBGN0052105	0
FBGN0035390	597
FBGN0266540	0
FBTI0062127	0
FBTI0020055	0
FBGN0037100	0
FBGN0036688	186
FBGN0036999	119
FBGN0036220	0
FBGN0261526	0
FBGN0035877	224
FBGN0016797	40
FBTI0020158	11
FBGN0267736	0
FBGN0035737	0
FBTI0059940	0
FBTI0061427	0
FBGN0286872	0
FBGN0035601	1396
FBTI0062630	5
FBTI0061343	0
FBGN0035484	1
FBTI0061273	1
FBGN0036941	0
FBTI0020106	0
FBGN0035216	24
FBGN0020392	420
FBGN0036260	14
FBGN0035486	0
FBTI0020272	0
FBTI0062192	0
FBGN0027082	140
FBGN0036414	0
FBGN0035328	3
FBGN0267614	0
FBGN0035146	120
FBGN0036587	0
FBGN0036206	0
FBTI0062032	0
FBGN0036969	3
FBGN0052100	86
FBGN0035909	2278
FBGN0035643	4
FBGN0086079	0
FBGN0261111	136
FBGN0035473	586
FBGN0036502	92
FBGN0052109	70
FBGN0036859	0
FBGN0036364	3
FBTI0061763	1
FBTI0064025	0
FBGN0052329	0
FBTI0062627	0
FBGN0267485	0
FBGN0035170	7
FBGN0262624	2
FBGN0262508	44
FBTI0020111	2
FBGN0035985	12
FBGN0035769	477
FBGN0036786	0
FBGN0261602	38388
FBGN0015550	1
FBTI0020233	1
FBGN0011854	0
FBGN0266652	0
FBGN0262361	0
FBGN0267951	0
FBGN0261294	0
FBGN0052305	0
FBGN0011284	28509
FBGN0036646	60
FBGN0267628	0
FBGN0266667	257
FBGN0035685	0
FBGN0036468	0
FBGN0026372	48826
FBGN0036316	2222
FBGN0036708	0
FBGN0263352	3505
FBTI0059906	5
FBGN0000017	3510
FBGN0036147	1101
FBGN0052363	0
FBGN0020639	1
FBGN0035236	1351
FBGN0010317	2
FBTI0063358	0
FBGN0014011	893
FBGN0037011	135
FBGN0036052	183
FBGN0035977	116
FBGN0286914	0
FBTI0061020	80
FBGN0016081	3842
FBTI0061959	0
FBTI0062659	0
FBGN0036913	1447
FBGN0265745	0
FBGN0263199	383
FBTI0020258	0
FBGN0036219	0
FBGN0085734	120
FBTI0060656	0
FBGN0036729	1
FBTI0061300	0
FBGN0053690	1
FBGN0052270	0
FBGN0264843	0
FBGN0011927	0
FBTI0063954	0
FBTI0020008	9
FBGN0028402	204
FBGN0085483	39
FBTI0020117	0
FBTI0061303	0
FBTI0062637	0
FBGN0017578	113
FBTI0062187	1
FBGN0036152	219
RR50375_TRANSPOSABLE_ELEMENT	2
FBTI0062094	0
FBGN0052053	0
FBTI0061552	0
FBGN0035861	2
FBTI0060987	23
FBGN0036168	1
FBGN0005564	4
FBGN0267305	0
FBTI0060461	0
FBGN0010909	11387
FBTI0059843	0
FBGN0035357	84
FBTI0063953	0
FBGN0267545	0
FBGN0262593	6
FBGN0266788	0
FBTI0061232	0
FBGN0036807	0
FBTI0060152	0
FBGN0265720	0
FBTI0020059	9
FBGN0266951	0
FBGN0265712	0
FBGN0267716	0
FBGN0036985	1649
FBGN0026432	248
FBGN0036705	0
FBTR0472767_DF_NRG	0
FBGN0263392	4673
FBGN0263541	0
FBGN0267619	2
FBGN0052218	77
FBGN0036314	393
FBGN0036754	123
FBGN0053770	0
FBTI0059898	4
FBTI0062577	0
FBGN0053262	0
FBGN0266100	1
FBGN0040230	444
FBGN0036691	141
FBGN0085298	19
FBGN0260396	0
FBGN0036768	0
FBGN0035903	79
FBTI0020040	0
FBTI0060382	0
FBGN0266690	44
FBGN0086708	204
FBGN0086785	214
FBTI0061017	16
FBGN0264848	334
FBGN0035799	0
FBGN0052036	16
FBGN0017424	0
FBGN0035430	0
FBTI0063923	0
FBGN0036732	2047
FBGN0036288	64
FBTI0062161	0
FBGN0266651	1
FBTI0061755	0
FBGN0052350	67
FBGN0036831	0
FBTI0020291	1
FBGN0036495	0
FBTI0062096	0
FBGN0036107	45
FBGN0052230	338
FBTI0020064	0
FBGN0037149	119
FBGN0052277	3
FBTI0061360	1
FBGN0265708	0
FBGN0035887	1
FBGN0035235	449
FBTI0060255	0
FBGN0037063	313
FBGN0037045	46
FBGN0082949	0
FBTI0020039	2
FBGN0260431	14
FBTI0060757	0
FBTI0020269	68
FBTI0061306	0
FBGN0001099	4
FBGN0027554	712
FBGN0035965	35
FBTI0059916	0
FBTI0020181	0
FBTI0020256	1
FBGN0264600	0
FBTI0063887	0
FBGN0263975	23
FBGN0264606	19
